,cell,long,lat,order,hole,piece,group,temp,precip,wet_precip,min_temp
98,108379,-79.0109526034322,-0.53558267392904,7,FALSE,1,108379.1,232,2723,507,178
99,108459,-80.0541569372096,-1.34105930748893,1,FALSE,1,108459.1,244,1240,289,180
100,108459,-80.3148187758888,-1.47572066591353,2,FALSE,1,108459.1,244,1240,289,180
101,108459,-80.5751043905912,-1.34209271443899,3,FALSE,1,108459.1,244,1240,289,180
102,108459,-80.5748253426392,-1.07369608950716,4,FALSE,1,108459.1,244,1240,289,180
103,108459,-80.3143437985683,-0.939131912226387,5,FALSE,1,108459.1,244,1240,289,180
104,108459,-80.0539604102756,-1.07286778319937,6,FALSE,1,108459.1,244,1240,289,180
105,108459,-80.0541569372096,-1.34105930748893,7,FALSE,1,108459.1,244,1240,289,180
106,108460,-79.2718678630822,-0.937640946032654,1,FALSE,1,108460.1,250,2220,464,196
107,108460,-79.5326905279004,-1.07201641156195,2,FALSE,1,108460.1,250,2220,464,196
108,108460,-79.7933117857741,-0.93839650441633,3,FALSE,1,108460.1,250,2220,464,196
109,108460,-79.7932077041593,-0.670291382815029,4,FALSE,1,108460.1,250,2220,464,196
110,108460,-79.5325354514808,-0.536020797001486,5,FALSE,1,108460.1,250,2220,464,196
111,108460,-79.271816512051,-0.669751119011643,6,FALSE,1,108460.1,250,2220,464,196
112,108460,-79.2718678630822,-0.937640946032654,7,FALSE,1,108460.1,250,2220,464,196
113,108539,-80.3151354923374,-1.7439877797689,1,FALSE,1,108539.1,230,728,188,173
114,108539,-80.575848684012,-1.87882752809277,2,FALSE,1,108539.1,230,728,188,173
115,108539,-80.836046759543,-1.74530722898707,3,FALSE,1,108539.1,230,728,188,173
116,108539,-80.8356183546203,-1.47684014953111,4,FALSE,1,108539.1,230,728,188,173
117,108539,-80.5751043905912,-1.34209271443899,5,FALSE,1,108539.1,230,728,188,173
118,108539,-80.3148187758888,-1.47572066591353,6,FALSE,1,108539.1,230,728,188,173
119,108539,-80.3151354923374,-1.7439877797689,7,FALSE,1,108539.1,230,728,188,173
120,108540,-79.5328068525118,-1.33999690588089,1,FALSE,1,108540.1,256,1592,415,197
121,108540,-79.7936240830923,-1.47456918817085,2,FALSE,1,108540.1,256,1592,415,197
122,108540,-80.0541569372096,-1.34105930748893,3,FALSE,1,108540.1,256,1592,415,197
123,108540,-80.0539604102756,-1.07286778319937,4,FALSE,1,108540.1,256,1592,415,197
124,108540,-79.7933117857741,-0.93839650441633,5,FALSE,1,108540.1,256,1592,415,197
125,108540,-79.5326905279004,-1.07201641156195,6,FALSE,1,108540.1,256,1592,415,197
126,108540,-79.5328068525118,-1.33999690588089,7,FALSE,1,108540.1,256,1592,415,197
127,108541,-78.7499999997164,-0.936865202658358,1,FALSE,1,108541.1,188,2243,406,136
128,108541,-79.0110036227844,-1.07114194240928,2,FALSE,1,108541.1,188,2243,406,136
129,108541,-79.2718678630822,-0.937640946032654,3,FALSE,1,108541.1,188,2243,406,136
130,108541,-79.271816512051,-0.669751119011643,4,FALSE,1,108541.1,188,2243,406,136
131,108541,-79.0109526034322,-0.53558267392904,5,FALSE,1,108541.1,188,2243,406,136
132,108541,-78.7499999997233,-0.669196484063171,6,FALSE,1,108541.1,188,2243,406,136
133,108541,-78.7499999997164,-0.936865202658358,7,FALSE,1,108541.1,188,2243,406,136
134,108621,-79.7938323250366,-1.7426302218287,1,FALSE,1,108621.1,251,1139,290,186
135,108621,-80.0546811286935,-1.877388133591,2,FALSE,1,108621.1,251,1139,290,186
136,108621,-80.3151354923374,-1.7439877797689,3,FALSE,1,108621.1,251,1139,290,186
137,108621,-80.3148187758888,-1.47572066591353,4,FALSE,1,108621.1,251,1139,290,186
138,108621,-80.0541569372096,-1.34105930748893,5,FALSE,1,108621.1,251,1139,290,186
139,108621,-79.7936240830923,-1.47456918817085,6,FALSE,1,108621.1,251,1139,290,186
140,108621,-79.7938323250366,-1.7426302218287,7,FALSE,1,108621.1,251,1139,290,186
141,108622,-79.0110418931105,-1.33890548514232,1,FALSE,1,108622.1,226,2144,451,173
142,108622,-79.2720219426415,-1.47338570455346,2,FALSE,1,108622.1,226,2144,451,173
143,108622,-79.5328068525118,-1.33999690588089,3,FALSE,1,108622.1,226,2144,451,173
144,108622,-79.5326905279004,-1.07201641156195,4,FALSE,1,108622.1,226,2144,451,173
145,108622,-79.2718678630822,-0.937640946032654,5,FALSE,1,108622.1,226,2144,451,173
146,108622,-79.0110036227844,-1.07114194240928,6,FALSE,1,108622.1,226,2144,451,173
147,108622,-79.0110418931105,-1.33890548514232,7,FALSE,1,108622.1,226,2144,451,173
148,108702,-80.0550088367749,-2.14551866416903,1,FALSE,1,108702.1,242,866,235,181
149,108702,-80.3159275106743,-2.28044991049632,2,FALSE,1,108702.1,242,866,235,181
150,108702,-80.576313989705,-2.14715841977013,3,FALSE,1,108702.1,242,866,235,181
151,108702,-80.575848684012,-1.87882752809277,4,FALSE,1,108702.1,242,866,235,181
152,108702,-80.3151354923374,-1.7439877797689,5,FALSE,1,108702.1,242,866,235,181
153,108702,-80.0546811286935,-1.877388133591,6,FALSE,1,108702.1,242,866,235,181
154,108702,-80.0550088367749,-2.14551866416903,7,FALSE,1,108702.1,242,866,235,181
155,108703,-79.2721246844031,-1.74123457042592,1,FALSE,1,108703.1,254,1717,401,195
156,108703,-79.5331171239637,-1.87590753826402,2,FALSE,1,108703.1,254,1717,401,195
157,108703,-79.7938323250366,-1.7426302218287,3,FALSE,1,108703.1,254,1717,401,195
158,108703,-79.7936240830923,-1.47456918817085,4,FALSE,1,108703.1,254,1717,401,195
159,108703,-79.5328068525118,-1.33999690588089,5,FALSE,1,108703.1,254,1717,401,195
160,108703,-79.2720219426415,-1.47338570455346,6,FALSE,1,108703.1,254,1717,401,195
161,108703,-79.2721246844031,-1.74123457042592,7,FALSE,1,108703.1,254,1717,401,195
162,108782,-80.3164028775239,-2.54863790425477,1,FALSE,1,108782.1,242,342,136,186
163,108782,-80.5774311073451,-2.68372894453349,2,FALSE,1,108782.1,242,342,136,186
164,108782,-80.8377610626944,-2.55054542746167,3,FALSE,1,108782.1,242,342,136,186
165,108782,-80.8371180708409,-2.28216365374504,4,FALSE,1,108782.1,242,342,136,186
166,108782,-80.576313989705,-2.14715841977013,5,FALSE,1,108782.1,242,342,136,186
167,108782,-80.3159275106743,-2.28044991049632,6,FALSE,1,108782.1,242,342,136,186
168,108782,-80.3164028775239,-2.54863790425477,7,FALSE,1,108782.1,242,342,136,186
169,108783,-79.5333110971751,-2.14383138758831,1,FALSE,1,108783.1,255,1041,264,193
170,108783,-79.7943530830019,-2.27868536067583,2,FALSE,1,108783.1,255,1041,264,193
171,108783,-80.0550088367749,-2.14551866416903,3,FALSE,1,108783.1,255,1041,264,193
172,108783,-80.0546811286935,-1.877388133591,4,FALSE,1,108783.1,255,1041,264,193
173,108783,-79.7938323250366,-1.7426302218287,5,FALSE,1,108783.1,255,1041,264,193
174,108783,-79.5331171239637,-1.87590753826402,6,FALSE,1,108783.1,255,1041,264,193
175,108783,-79.5333110971751,-2.14383138758831,7,FALSE,1,108783.1,255,1041,264,193
176,108784,-78.7499999996958,-1.73980082565025,1,FALSE,1,108784.1,142,1151,219,78
177,108784,-79.0111439716646,-1.8743857666506,2,FALSE,1,108784.1,142,1151,219,78
178,108784,-79.2721246844031,-1.74123457042592,3,FALSE,1,108784.1,142,1151,219,78
179,108784,-79.2720219426415,-1.47338570455346,4,FALSE,1,108784.1,142,1151,219,78
180,108784,-79.0110418931105,-1.33890548514232,5,FALSE,1,108784.1,142,1151,219,78
181,108784,-78.7499999997027,-1.47217019348013,6,FALSE,1,108784.1,142,1151,219,78
182,108784,-78.7499999996958,-1.73980082565025,7,FALSE,1,108784.1,142,1151,219,78
183,108865,-79.0112077887505,-2.142096660043,1,FALSE,1,108865.1,242,1888,430,186
184,108865,-79.2723816160209,-2.27687011944685,2,FALSE,1,108865.1,242,1888,430,186
185,108865,-79.5333110971751,-2.14383138758831,3,FALSE,1,108865.1,242,1888,430,186
186,108865,-79.5331171239637,-1.87590753826402,4,FALSE,1,108865.1,242,1888,430,186
187,108865,-79.2721246844031,-1.74123457042592,5,FALSE,1,108865.1,242,1888,430,186
188,108865,-79.0111439716646,-1.8743857666506,6,FALSE,1,108865.1,242,1888,430,186
189,108865,-79.0112077887505,-2.142096660043,7,FALSE,1,108865.1,242,1888,430,186
190,108946,-79.2725358279541,-2.54465074432018,1,FALSE,1,108946.1,253,1204,297,194
191,108946,-79.533776801022,-2.67960044173878,2,FALSE,1,108946.1,253,1204,297,194
192,108946,-79.7946656427975,-2.5466729457074,3,FALSE,1,108946.1,253,1204,297,194
193,108946,-79.7943530830019,-2.27868536067583,4,FALSE,1,108946.1,253,1204,297,194
194,108946,-79.5333110971751,-2.14383138758831,5,FALSE,1,108946.1,253,1204,297,194
195,108946,-79.2723816160209,-2.27687011944685,6,FALSE,1,108946.1,253,1204,297,194
196,108946,-79.2725358279541,-2.54465074432018,7,FALSE,1,108946.1,253,1204,297,194
197,109026,-79.5340485712599,-2.94743936760377,1,FALSE,1,109026.1,254,834,197,197
198,109026,-79.7953952554217,-3.08255186099602,2,FALSE,1,109026.1,254,834,197,197
199,109026,-80.0562547479543,-2.94973413487404,3,FALSE,1,109026.1,254,834,197,197
200,109026,-80.055795613721,-2.68169504487763,4,FALSE,1,109026.1,254,834,197,197
201,109026,-79.7946656427975,-2.5466729457074,5,FALSE,1,109026.1,254,834,197,197
202,109026,-79.533776801022,-2.67960044173878,6,FALSE,1,109026.1,254,834,197,197
203,109026,-79.5340485712599,-2.94743936760377,7,FALSE,1,109026.1,254,834,197,197
204,109027,-78.7499999996749,-2.5425714496981,1,FALSE,1,109027.1,162,901,167,99
205,109027,-79.0113610062369,-2.67744534843208,2,FALSE,1,109027.1,162,901,167,99
206,109027,-79.2725358279541,-2.54465074432018,3,FALSE,1,109027.1,162,901,167,99
207,109027,-79.2723816160209,-2.27687011944685,4,FALSE,1,109027.1,162,901,167,99
208,109027,-79.0112077887505,-2.142096660043,5,FALSE,1,109027.1,162,901,167,99
209,109027,-78.7499999996819,-2.27500427054034,6,FALSE,1,109027.1,162,901,167,99
210,109027,-78.7499999996749,-2.5425714496981,7,FALSE,1,109027.1,162,901,167,99
211,109108,-79.0114504199406,-2.94507730667695,1,FALSE,1,109108.1,64,930,123,15
212,109108,-79.2728958103441,-3.08012256180667,2,FALSE,1,109108.1,64,930,123,15
213,109108,-79.5340485712599,-2.94743936760377,3,FALSE,1,109108.1,64,930,123,15
214,109108,-79.533776801022,-2.67960044173878,4,FALSE,1,109108.1,64,930,123,15
215,109108,-79.2725358279541,-2.54465074432018,5,FALSE,1,109108.1,64,930,123,15
216,109108,-79.0113610062369,-2.67744534843208,6,FALSE,1,109108.1,64,930,123,15
217,109108,-79.0114504199406,-2.94507730667695,7,FALSE,1,109108.1,64,930,123,15
218,109188,-80.0578956025797,-3.75361449436021,1,FALSE,1,109188.1,254,348,95,187
219,109188,-80.3195749792724,-3.88900690525534,2,FALSE,1,109188.1,254,348,95,187
220,109188,-80.5804127396629,-3.75640303674529,3,FALSE,1,109188.1,254,348,95,187
221,109188,-80.579573765508,-3.48830197269258,4,FALSE,1,109188.1,254,348,95,187
222,109188,-80.3181468898579,-3.35298750735727,5,FALSE,1,109188.1,254,348,95,187
223,109188,-80.0573046987378,-3.48569723192499,6,FALSE,1,109188.1,254,348,95,187
224,109188,-80.0578956025797,-3.75361449436021,7,FALSE,1,109188.1,254,348,95,187
225,109189,-79.273101611753,-3.34780770715905,1,FALSE,1,109189.1,190,883,165,134
226,109189,-79.5346700639599,-3.48301033546455,2,FALSE,1,109189.1,190,883,165,134
227,109189,-79.7958123696178,-3.35043668358515,3,FALSE,1,109189.1,190,883,165,134
228,109189,-79.7953952554217,-3.08255186099602,4,FALSE,1,109189.1,190,883,165,134
229,109189,-79.5340485712599,-2.94743936760377,5,FALSE,1,109189.1,190,883,165,134
230,109189,-79.2728958103441,-3.08012256180667,6,FALSE,1,109189.1,190,883,165,134
231,109189,-79.273101611753,-3.34780770715905,7,FALSE,1,109189.1,190,883,165,134
232,109268,-80.320368817691,-4.15694201290759,1,FALSE,1,109268.1,224,567,174,150
233,109268,-80.5822782203816,-4.29244847340957,2,FALSE,1,109268.1,224,567,174,150
234,109268,-80.8431253146001,-4.15994785263277,3,FALSE,1,109268.1,224,567,174,150
235,109268,-80.8420516084995,-3.89183871755468,4,FALSE,1,109268.1,224,567,174,150
236,109268,-80.5804127396629,-3.75640303674529,5,FALSE,1,109268.1,224,567,174,150
237,109268,-80.3195749792724,-3.88900690525534,6,FALSE,1,109268.1,224,567,174,150
238,109268,-80.320368817691,-4.15694201290759,7,FALSE,1,109268.1,224,567,174,150
239,109269,-79.5350198393111,-3.75073611216803,1,FALSE,1,109269.1,213,1286,237,153
240,109269,-79.7967513892646,-3.88608080905898,2,FALSE,1,109269.1,213,1286,237,153
241,109269,-80.0578956025797,-3.75361449436021,3,FALSE,1,109269.1,213,1286,237,153
242,109269,-80.0573046987378,-3.48569723192499,4,FALSE,1,109269.1,213,1286,237,153
243,109269,-79.7958123696178,-3.35043668358515,5,FALSE,1,109269.1,213,1286,237,153
244,109269,-79.5346700639599,-3.48301033546455,6,FALSE,1,109269.1,213,1286,237,153
245,109269,-79.5350198393111,-3.75073611216803,7,FALSE,1,109269.1,213,1286,237,153
246,109270,-78.7499999996538,-3.34510104481921,1,FALSE,1,109270.1,115,769,109,62
247,109270,-79.0116548961015,-3.48024187347039,2,FALSE,1,109270.1,115,769,109,62
248,109270,-79.273101611753,-3.34780770715905,3,FALSE,1,109270.1,115,769,109,62
249,109270,-79.2728958103441,-3.08012256180667,4,FALSE,1,109270.1,115,769,109,62
250,109270,-79.0114504199406,-2.94507730667695,5,FALSE,1,109270.1,115,769,109,62
251,109270,-78.7499999996608,-3.07762264875378,6,FALSE,1,109270.1,115,769,109,62
252,109270,-78.7499999996538,-3.34510104481921,7,FALSE,1,109270.1,115,769,109,62
253,109349,-80.5833048781502,-4.56038560189826,1,FALSE,1,109349.1,220,126,58,137
254,109349,-80.8454889754984,-4.69598649052744,2,FALSE,1,109349.1,220,126,58,137
255,109349,-81.1063601393777,-4.56358594814085,3,FALSE,1,109349.1,220,126,58,137
256,109349,-81.1050207775635,-4.29548578395345,4,FALSE,1,109349.1,220,126,58,137
257,109349,-80.8431253146001,-4.15994785263277,5,FALSE,1,109349.1,220,126,58,137
258,109349,-80.5822782203816,-4.29244847340957,6,FALSE,1,109349.1,220,126,58,137
259,109349,-80.5833048781502,-4.56038560189826,7,FALSE,1,109349.1,220,126,58,137
260,109350,-79.797273373759,-4.15383362089772,1,FALSE,1,109350.1,222,1325,311,153
261,109350,-80.0592095129028,-4.28930360910589,2,FALSE,1,109350.1,222,1325,311,153
262,109350,-80.320368817691,-4.15694201290759,3,FALSE,1,109350.1,222,1325,311,153
263,109350,-80.3195749792724,-3.88900690525534,4,FALSE,1,109350.1,222,1325,311,153
264,109350,-80.0578956025797,-3.75361449436021,5,FALSE,1,109350.1,222,1325,311,153
265,109350,-79.7967513892646,-3.88608080905898,6,FALSE,1,109350.1,222,1325,311,153
266,109350,-79.797273373759,-4.15383362089772,7,FALSE,1,109350.1,222,1325,311,153
267,109351,-79.0117699763268,-3.74776865733276,1,FALSE,1,109351.1,138,728,109,86
268,109351,-79.2735649235132,-3.88306137019466,2,FALSE,1,109351.1,138,728,109,86
269,109351,-79.5350198393111,-3.75073611216803,3,FALSE,1,109351.1,138,728,109,86
270,109351,-79.5346700639599,-3.48301033546455,4,FALSE,1,109351.1,138,728,109,86
271,109351,-79.273101611753,-3.34780770715905,5,FALSE,1,109351.1,138,728,109,86
272,109351,-79.0116548961015,-3.48024187347039,6,FALSE,1,109351.1,138,728,109,86
273,109351,-79.0117699763268,-3.74776865733276,7,FALSE,1,109351.1,138,728,109,86
274,109430,-80.8467791192311,-4.96390848625902,1,FALSE,1,109430.1,223,42,22,137
275,109430,-81.1092843924356,-5.09958216402346,2,FALSE,1,109430.1,223,42,22,137
276,109430,-81.3701954174148,-4.96727785723507,3,FALSE,1,109430.1,223,42,22,137
277,109430,-81.3685586334263,-4.69920516616021,4,FALSE,1,109430.1,223,42,22,137
278,109430,-81.1063601393777,-4.56358594814085,5,FALSE,1,109430.1,223,42,22,137
279,109430,-80.8454889754984,-4.69598649052744,6,FALSE,1,109430.1,223,42,22,137
280,109430,-80.8467791192311,-4.96390848625902,7,FALSE,1,109430.1,223,42,22,137
281,109431,-80.0599326287136,-4.55706873670086,1,FALSE,1,109431.1,247,384,207,166
282,109431,-80.3221164080501,-4.69264559861409,2,FALSE,1,109431.1,247,384,207,166
283,109431,-80.5833048781502,-4.56038560189826,3,FALSE,1,109431.1,247,384,207,166
284,109431,-80.5822782203816,-4.29244847340957,4,FALSE,1,109431.1,247,384,207,166
285,109431,-80.320368817691,-4.15694201290759,5,FALSE,1,109431.1,247,384,207,166
286,109431,-80.0592095129028,-4.28930360910589,6,FALSE,1,109431.1,247,384,207,166
287,109431,-80.0599326287136,-4.55706873670086,7,FALSE,1,109431.1,247,384,207,166
288,109432,-79.273822473736,-4.15062385527696,1,FALSE,1,109432.1,210,1003,204,145
289,109432,-79.5357975969154,-4.28605260868795,2,FALSE,1,109432.1,210,1003,204,145
290,109432,-79.797273373759,-4.15383362089772,3,FALSE,1,109432.1,210,1003,204,145
291,109432,-79.7967513892646,-3.88608080905898,4,FALSE,1,109432.1,210,1003,204,145
292,109432,-79.5350198393111,-3.75073611216803,5,FALSE,1,109432.1,210,1003,204,145
293,109432,-79.2735649235132,-3.88306137019466,6,FALSE,1,109432.1,210,1003,204,145
294,109432,-79.273822473736,-4.15062385527696,7,FALSE,1,109432.1,210,1003,204,145
295,109511,-80.3230703036323,-4.96040711018232,1,FALSE,1,109511.1,240,117,66,154
296,109511,-80.5855464447689,-5.09607060193381,2,FALSE,1,109511.1,240,117,66,154
297,109511,-80.8467791192311,-4.96390848625902,3,FALSE,1,109511.1,240,117,66,154
298,109511,-80.8454889754984,-4.69598649052744,4,FALSE,1,109511.1,240,117,66,154
299,109511,-80.5833048781502,-4.56038560189826,5,FALSE,1,109511.1,240,117,66,154
300,109511,-80.3221164080501,-4.69264559861409,6,FALSE,1,109511.1,240,117,66,154
301,109511,-80.3230703036323,-4.96040711018232,7,FALSE,1,109511.1,240,117,66,154
302,109512,-79.5362256454183,-4.55363708074989,1,FALSE,1,109512.1,207,1020,255,137
303,109512,-79.7984225118941,-4.68918453988035,2,FALSE,1,109512.1,207,1020,255,137
304,109512,-80.0599326287136,-4.55706873670086,3,FALSE,1,109512.1,207,1020,255,137
305,109512,-80.0592095129028,-4.28930360910589,4,FALSE,1,109512.1,207,1020,255,137
306,109512,-79.797273373759,-4.15383362089772,5,FALSE,1,109512.1,207,1020,255,137
307,109512,-79.5357975969154,-4.28605260868795,6,FALSE,1,109512.1,207,1020,255,137
